i,A,B,gcd,modulus operations,t1,t1Units,t2,t2Units
2849,1597,2584,1,16,385.223,ms,387.588,ms
2850,1597,2584,1,16,385.443,ms,388.371,ms
2851,1597,2584,1,16,385.561,ms,389.406,ms
2852,1597,2584,1,16,386.076,ms,387.46,ms
2853,1597,2584,1,16,386.199,ms,388.083,ms
2854,1597,2584,1,16,386.386,ms,389.201,ms
2855,1597,2584,1,16,386.818,ms,388.126,ms
2856,1597,2584,1,16,387.171,ms,388.319,ms
2857,1597,2584,1,16,387.803,ms,389.663,ms
2858,1597,2584,1,16,387.569,ms,390.674,ms
2859,1597,2584,1,16,388.078,ms,389.081,ms
2860,1597,2584,1,16,388.204,ms,390.363,ms
2861,1597,2584,1,16,388.458,ms,389.484,ms
2862,1597,2584,1,16,388.847,ms,389.836,ms
2863,1597,2584,1,16,389.13,ms,390.857,ms
2864,1597,2584,1,16,389.467,ms,392.853,ms
2865,1597,2584,1,16,389.635,ms,392.526,ms
2866,1597,2584,1,16,389.965,ms,391.432,ms
2867,1597,2584,1,16,390.36,ms,394.486,ms
2868,1597,2584,1,16,390.457,ms,392.096,ms
2869,1597,2584,1,16,390.781,ms,394.286,ms
2870,1597,2584,1,16,391.144,ms,392.063,ms
2871,1597,2584,1,16,391.757,ms,393.767,ms
2872,1597,2584,1,16,391.844,ms,395.18,ms
2873,1597,2584,1,16,391.915,ms,392.903,ms
2874,1597,2584,1,16,392.245,ms,396.489,ms
2875,1597,2584,1,16,392.507,ms,395.365,ms
2876,1597,2584,1,16,392.814,ms,399.408,ms
2877,1597,2584,1,16,393.159,ms,396.128,ms
2878,1597,2584,1,16,393.411,ms,395.284,ms
2879,1597,2584,1,16,393.699,ms,398.274,ms
2880,1597,2584,1,16,393.886,ms,396.234,ms
2881,1597,2584,1,16,394.09,ms,398.175,ms
2882,1597,2584,1,16,394.963,ms,395.898,ms
2883,1597,2584,1,16,394.697,ms,395.593,ms
2884,1597,2584,1,16,395.003,ms,399.398,ms
2885,1597,2584,1,16,395.308,ms,397.318,ms
2886,1597,2584,1,16,395.678,ms,398.364,ms
2887,1597,2584,1,16,396.124,ms,399.153,ms
2888,1597,2584,1,16,396.174,ms,398.114,ms
2889,1597,2584,1,16,396.605,ms,400.683,ms
2890,1597,2584,1,16,396.799,ms,401.209,ms
2891,1597,2584,1,16,396.987,ms,398.236,ms
2892,1597,2584,1,16,397.271,ms,402.2,ms
2893,1597,2584,1,16,397.612,ms,402.391,ms
2894,1597,2584,1,16,397.947,ms,401.277,ms
2895,1597,2584,1,16,398.314,ms,401.342,ms
2896,1597,2584,1,16,398.557,ms,399.494,ms
2897,1597,2584,1,16,398.996,ms,399.991,ms
2898,1597,2584,1,16,399.025,ms,399.943,ms
2899,1597,2584,1,16,399.354,ms,400.752,ms
2900,1597,2584,1,16,399.733,ms,400.732,ms
2901,1597,2584,1,16,400.674,ms,407.609,ms
2902,1597,2584,1,16,400.403,ms,401.624,ms
2903,1597,2584,1,16,401.272,ms,404.924,ms
2904,1597,2584,1,16,401.045,ms,403.691,ms
2905,1597,2584,1,16,401.158,ms,403.213,ms
2906,1597,2584,1,16,401.434,ms,403.169,ms
2907,1597,2584,1,16,402.12,ms,405.695,ms
2908,1597,2584,1,16,402.066,ms,405.058,ms
2909,1597,2584,1,16,402.377,ms,404.197,ms
2910,1597,2584,1,16,402.701,ms,407.975,ms
2911,1597,2584,1,16,402.781,ms,404.46,ms
2912,1597,2584,1,16,403.19,ms,404.39,ms
2913,1597,2584,1,16,403.496,ms,405.362,ms
2914,1597,2584,1,16,404.092,ms,405.128,ms
2915,1597,2584,1,16,404.077,ms,405.058,ms
2916,1597,2584,1,16,408.864,ms,410.116,ms
2917,1597,2584,1,16,404.792,ms,405.74,ms
2918,1597,2584,1,16,404.984,ms,405.917,ms
2919,1597,2584,1,16,405.365,ms,406.255,ms
2920,1597,2584,1,16,405.643,ms,406.537,ms
2921,1597,2584,1,16,405.876,ms,406.807,ms
2922,1597,2584,1,16,406.187,ms,408.952,ms
2923,1597,2584,1,16,406.516,ms,407.91,ms
2924,1597,2584,1,16,406.888,ms,407.945,ms
2925,1597,2584,1,16,407.033,ms,408.345,ms
2926,1597,2584,1,16,407.346,ms,411.19,ms
2927,1597,2584,1,16,407.579,ms,409.514,ms
2928,1597,2584,1,16,408.007,ms,410.006,ms
2929,1597,2584,1,16,408.216,ms,409.36,ms
2930,1597,2584,1,16,408.526,ms,410.279,ms
2931,1597,2584,1,16,408.809,ms,412.251,ms
2932,1597,2584,1,16,409.575,ms,412.757,ms
2933,1597,2584,1,16,409.456,ms,410.827,ms
2934,1597,2584,1,16,409.748,ms,411.335,ms
2935,1597,2584,1,16,409.968,ms,414.138,ms
2936,1597,2584,1,16,410.383,ms,411.45,ms
2937,1597,2584,1,16,410.571,ms,411.573,ms
2938,1597,2584,1,16,411.023,ms,412.113,ms
2939,1597,2584,1,16,411.55,ms,412.962,ms
2940,1597,2584,1,16,411.616,ms,414.844,ms
2941,1597,2584,1,16,411.83,ms,412.977,ms
2942,1597,2584,1,16,412.095,ms,413.283,ms
2943,1597,2584,1,16,412.451,ms,413.408,ms
2944,1597,2584,1,16,412.642,ms,414.179,ms
2945,1597,2584,1,16,413.031,ms,414.452,ms
2946,1597,2584,1,16,413.298,ms,418.608,ms
2947,1597,2584,1,16,413.507,ms,414.792,ms
2948,1597,2584,1,16,414.029,ms,415.498,ms
2949,1597,2584,1,16,414.177,ms,416.154,ms
2950,1597,2584,1,16,414.571,ms,416.365,ms
2951,1597,2584,1,16,414.788,ms,416.396,ms
2952,1597,2584,1,16,415.252,ms,416.197,ms
2953,1597,2584,1,16,415.586,ms,416.672,ms
2954,1597,2584,1,16,415.588,ms,416.976,ms
2955,1597,2584,1,16,415.901,ms,419.151,ms
2956,1597,2584,1,16,416.775,ms,417.887,ms
2957,1597,2584,1,16,416.53,ms,417.742,ms
2958,1597,2584,1,16,416.852,ms,417.928,ms
2959,1597,2584,1,16,417.136,ms,418.633,ms
2960,1597,2584,1,16,417.389,ms,419.348,ms
2961,1597,2584,1,16,417.815,ms,421.388,ms
2962,1597,2584,1,16,418.208,ms,419.155,ms
2963,1597,2584,1,16,418.364,ms,422.355,ms
2964,1597,2584,1,16,418.759,ms,422.363,ms
2965,1597,2584,1,16,418.783,ms,420.083,ms
2966,1597,2584,1,16,419.22,ms,420.429,ms
2967,1597,2584,1,16,419.626,ms,421.339,ms
2968,1597,2584,1,16,419.899,ms,422.362,ms
2969,1597,2584,1,16,420.079,ms,421.832,ms
2970,1597,2584,1,16,420.501,ms,421.792,ms
2971,1597,2584,1,16,420.653,ms,425.13,ms
2972,1597,2584,1,16,420.999,ms,422.308,ms
2973,1597,2584,1,16,421.272,ms,422.486,ms
2974,1597,2584,1,16,421.808,ms,422.904,ms
2975,1597,2584,1,16,422.013,ms,423.076,ms
2976,1597,2584,1,16,422.326,ms,424.081,ms
2977,1597,2584,1,16,422.596,ms,423.618,ms
2978,1597,2584,1,16,422.748,ms,423.778,ms
2979,1597,2584,1,16,423.085,ms,424.073,ms
2980,1597,2584,1,16,423.88,ms,424.839,ms
2981,1597,2584,1,16,423.697,ms,425.758,ms
2982,1597,2584,1,16,424.127,ms,425.107,ms
2983,1597,2584,1,16,424.203,ms,425.167,ms
2984,1597,2584,1,16,424.734,ms,428.814,ms
2985,1597,2584,1,16,424.862,ms,427.132,ms
2986,1597,2584,1,16,425.275,ms,426.47,ms
2987,1597,2584,1,16,425.541,ms,426.492,ms
2988,1597,2584,1,16,426.139,ms,427.286,ms
2989,1597,2584,1,16,426.368,ms,428.26,ms
2990,1597,2584,1,16,426.432,ms,428.104,ms
2991,1597,2584,1,16,426.888,ms,428.396,ms
2992,1597,2584,1,16,427.042,ms,428.151,ms
2993,1597,2584,1,16,427.369,ms,428.753,ms
2994,1597,2584,1,16,427.644,ms,428.673,ms
2995,1597,2584,1,16,428.063,ms,429.347,ms
2996,1597,2584,1,16,428.447,ms,429.503,ms
2997,1597,2584,1,16,428.719,ms,430.726,ms
2998,1597,2584,1,16,428.953,ms,430.376,ms
2999,1597,2584,1,16,429.254,ms,430.995,ms
3000,1597,2584,1,16,429.57,ms,430.554,ms
3001,1597,2584,1,16,429.85,ms,430.986,ms
3002,1597,2584,1,16,430.181,ms,435.268,ms
3003,1597,2584,1,16,431.089,ms,432.961,ms
3004,1597,2584,1,16,430.891,ms,432.868,ms
3005,1597,2584,1,16,431.17,ms,432.187,ms
3006,1597,2584,1,16,431.421,ms,433.512,ms
3007,1597,2584,1,16,431.751,ms,433.057,ms
3008,1597,2584,1,16,432.113,ms,433.107,ms
3009,1597,2584,1,16,432.5,ms,433.634,ms
3010,1597,2584,1,16,432.702,ms,436.26,ms
3011,1597,2584,1,16,432.826,ms,436.109,ms
3012,1597,2584,1,16,433.194,ms,434.41,ms
3013,1597,2584,1,16,433.328,ms,435.193,ms
3014,1597,2584,1,16,433.721,ms,435.33,ms
3015,1597,2584,1,16,434.967,ms,436.005,ms
3016,1597,2584,1,16,434.324,ms,437.458,ms
3017,1597,2584,1,16,434.712,ms,438.414,ms
3018,1597,2584,1,16,434.954,ms,436.284,ms
3019,1597,2584,1,16,435.335,ms,436.429,ms
3020,1597,2584,1,16,435.53,ms,439.146,ms
3021,1597,2584,1,16,435.839,ms,440.437,ms
3022,1597,2584,1,16,436.216,ms,439.369,ms
3023,1597,2584,1,16,436.64,ms,441.42,ms
3024,1597,2584,1,16,436.677,ms,441.062,ms
3025,1597,2584,1,16,436.96,ms,438.177,ms
3026,1597,2584,1,16,437.768,ms,443.768,ms
3027,1597,2584,1,16,437.7,ms,438.769,ms
3028,1597,2584,1,16,437.952,ms,439.078,ms
3029,1597,2584,1,16,438.328,ms,442.731,ms
3030,1597,2584,1,16,438.715,ms,440.411,ms
3031,1597,2584,1,16,438.898,ms,439.961,ms
3032,1597,2584,1,16,439.307,ms,440.472,ms
3033,1597,2584,1,16,439.594,ms,440.784,ms
3034,1597,2584,1,16,439.807,ms,440.823,ms
3035,1597,2584,1,16,440.178,ms,441.439,ms
3036,1597,2584,1,16,440.541,ms,442.283,ms
3037,1597,2584,1,16,441.076,ms,444.615,ms
3038,1597,2584,1,16,441.056,ms,442.056,ms
3039,1597,2584,1,16,441.417,ms,443.436,ms
3040,1597,2584,1,16,441.668,ms,446.055,ms
3041,1597,2584,1,16,442.091,ms,443.374,ms
3042,1597,2584,1,16,442.303,ms,444.268,ms
3043,1597,2584,1,16,442.776,ms,444.434,ms
3044,1597,2584,1,16,443.045,ms,446.372,ms
3045,1597,2584,1,16,443.309,ms,445.827,ms
3046,1597,2584,1,16,443.558,ms,447.578,ms
3047,1597,2584,1,16,443.79,ms,446.274,ms
3048,1597,2584,1,16,444.102,ms,445.289,ms
3049,1597,2584,1,16,444.972,ms,446.924,ms
3050,1597,2584,1,16,444.921,ms,450.956,ms
3051,1597,2584,1,16,445.103,ms,446.545,ms
3052,1597,2584,1,16,445.427,ms,447.032,ms
3053,1597,2584,1,16,445.862,ms,446.969,ms
3054,1597,2584,1,16,446.095,ms,447.944,ms
3055,1597,2584,1,16,446.246,ms,447.343,ms
3056,1597,2584,1,16,446.889,ms,453.09,ms
3057,1597,2584,1,16,447.113,ms,448.321,ms
3058,1597,2584,1,16,447.316,ms,452.114,ms
3059,1597,2584,1,16,447.67,ms,451.323,ms
3060,1597,2584,1,16,447.948,ms,448.938,ms
3061,1597,2584,1,16,448.267,ms,449.301,ms
3062,1597,2584,1,16,448.531,ms,449.482,ms
3063,1597,2584,1,16,449.195,ms,451.82,ms
3064,1597,2584,1,16,449.401,ms,452.344,ms
3065,1597,2584,1,16,449.636,ms,452.121,ms
3066,1597,2584,1,16,450.001,ms,451.108,ms
3067,1597,2584,1,16,450.219,ms,451.912,ms
3068,1597,2584,1,16,450.522,ms,452.845,ms
3069,1597,2584,1,16,450.924,ms,464.451,ms
3070,1597,2584,1,16,451.193,ms,452.22,ms
3071,1597,2584,1,16,451.935,ms,455.782,ms
3072,1597,2584,1,16,451.774,ms,454.103,ms
3073,1597,2584,1,16,452.116,ms,453.35,ms
3074,1597,2584,1,16,452.402,ms,453.449,ms
3075,1597,2584,1,16,452.809,ms,453.807,ms
3076,1597,2584,1,16,453.161,ms,454.227,ms
3077,1597,2584,1,16,453.441,ms,454.482,ms
3078,1597,2584,1,16,453.552,ms,454.83,ms
3079,1597,2584,1,16,454.001,ms,455.583,ms
3080,1597,2584,1,16,454.243,ms,455.691,ms
3081,1597,2584,1,16,454.667,ms,457.218,ms
3082,1597,2584,1,16,454.946,ms,456.23,ms
3083,1597,2584,1,16,455.314,ms,459.361,ms
3084,1597,2584,1,16,455.647,ms,458.316,ms
3085,1597,2584,1,16,455.894,ms,458.872,ms
3086,1597,2584,1,16,456.228,ms,457.732,ms
3087,1597,2584,1,16,456.497,ms,461.26,ms
3088,1597,2584,1,16,456.791,ms,458.433,ms
3089,1597,2584,1,16,457.257,ms,458.339,ms
3090,1597,2584,1,16,457.5,ms,459.088,ms
3091,1597,2584,1,16,457.687,ms,459.362,ms
3092,1597,2584,1,16,458.186,ms,459.361,ms
3093,1597,2584,1,16,458.78,ms,459.968,ms
3094,1597,2584,1,16,458.634,ms,459.555,ms
3095,1597,2584,1,16,459.059,ms,462.42,ms
3096,1597,2584,1,16,459.307,ms,460.432,ms
3097,1597,2584,1,16,459.682,ms,460.571,ms
3098,1597,2584,1,16,460.013,ms,462.294,ms
3099,1597,2584,1,16,460.321,ms,462.99,ms
3100,1597,2584,1,16,460.588,ms,462.365,ms
3101,1597,2584,1,16,460.697,ms,462.069,ms
3102,1597,2584,1,16,460.974,ms,462.224,ms
3103,1597,2584,1,16,461.748,ms,463.689,ms
3104,1597,2584,1,16,461.741,ms,462.783,ms
3105,1597,2584,1,16,462.041,ms,463.243,ms
3106,1597,2584,1,16,462.299,ms,463.312,ms
3107,1597,2584,1,16,462.697,ms,463.964,ms
3108,1597,2584,1,16,462.945,ms,466.682,ms
3109,1597,2584,1,16,463.401,ms,464.427,ms
3110,1597,2584,1,16,463.72,ms,467.699,ms
3111,1597,2584,1,16,463.92,ms,467.141,ms
3112,1597,2584,1,16,464.336,ms,470.376,ms
3113,1597,2584,1,16,464.559,ms,466.221,ms
3114,1597,2584,1,16,465.209,ms,467.866,ms
3115,1597,2584,1,16,465.355,ms,468.961,ms
3116,1597,2584,1,16,465.481,ms,466.404,ms
3117,1597,2584,1,16,465.757,ms,468.296,ms
3118,1597,2584,1,16,466.46,ms,467.36,ms
3119,1597,2584,1,16,467.016,ms,468.59,ms
3120,1597,2584,1,16,466.947,ms,471.039,ms
3121,1597,2584,1,16,467.047,ms,468.102,ms
3122,1597,2584,1,16,467.61,ms,472.448,ms
3123,1597,2584,1,16,467.745,ms,471.219,ms
3124,1597,2584,1,16,468.032,ms,468.99,ms
3125,1597,2584,1,16,468.441,ms,470.696,ms
3126,1597,2584,1,16,468.634,ms,471.099,ms
3127,1597,2584,1,16,469.003,ms,470.408,ms
3128,1597,2584,1,16,469.334,ms,471.323,ms
3129,1597,2584,1,16,469.71,ms,473.372,ms
3130,1597,2584,1,16,470.185,ms,473.476,ms
3131,1597,2584,1,16,470.29,ms,473.214,ms
3132,1597,2584,1,16,470.587,ms,475.211,ms
3133,1597,2584,1,16,470.865,ms,474.321,ms
3134,1597,2584,1,16,471.268,ms,474.471,ms
3135,1597,2584,1,16,471.574,ms,476.226,ms
3136,1597,2584,1,16,472.263,ms,475.637,ms
3137,1597,2584,1,16,472.254,ms,475.014,ms
3138,1597,2584,1,16,472.386,ms,474.118,ms
3139,1597,2584,1,16,472.746,ms,475.356,ms
3140,1597,2584,1,16,473.214,ms,474.49,ms
3141,1597,2584,1,16,473.556,ms,474.494,ms
3142,1597,2584,1,16,473.735,ms,475.984,ms
3143,1597,2584,1,16,474.14,ms,478.463,ms
3144,1597,2584,1,16,474.515,ms,477.367,ms
3145,1597,2584,1,16,474.666,ms,476.123,ms
3146,1597,2584,1,16,475.071,ms,476.006,ms
3147,1597,2584,1,16,475.644,ms,476.96,ms
3148,1597,2584,1,16,475.797,ms,477.153,ms
3149,1597,2584,1,16,475.943,ms,478.15,ms
3150,1597,2584,1,16,476.279,ms,480.384,ms
3151,1597,2584,1,16,476.629,ms,480.278,ms
3152,1597,2584,1,16,476.922,ms,480.411,ms
3153,1597,2584,1,16,477.396,ms,478.295,ms
3154,1597,2584,1,16,477.727,ms,479.684,ms
3155,1597,2584,1,16,477.932,ms,478.979,ms
3156,1597,2584,1,16,478.209,ms,479.158,ms
3157,1597,2584,1,16,478.985,ms,479.908,ms
3158,1597,2584,1,16,478.956,ms,480.129,ms
3159,1597,2584,1,16,479.174,ms,481.083,ms
3160,1597,2584,1,16,479.636,ms,481.914,ms
3161,1597,2584,1,16,479.816,ms,480.715,ms
3162,1597,2584,1,16,480.184,ms,481.215,ms
3163,1597,2584,1,16,480.677,ms,481.654,ms
3164,1597,2584,1,16,480.778,ms,484.606,ms
3165,1597,2584,1,16,481.142,ms,484.924,ms
3166,1597,2584,1,16,481.494,ms,482.388,ms
3167,1597,2584,1,16,481.827,ms,482.715,ms
3168,1597,2584,1,16,482.075,ms,483,ms
3169,1597,2584,1,16,482.513,ms,484.263,ms
3170,1597,2584,1,16,482.717,ms,484.093,ms
3171,1597,2584,1,16,483.099,ms,485.48,ms
3172,1597,2584,1,16,483.554,ms,485.348,ms
3173,1597,2584,1,16,483.988,ms,485.703,ms
3174,1597,2584,1,16,484.335,ms,485.236,ms
3175,1597,2584,1,16,484.523,ms,485.513,ms
3176,1597,2584,1,16,484.806,ms,485.714,ms
3177,1597,2584,1,16,485.629,ms,486.934,ms
3178,1597,2584,1,16,485.54,ms,487.909,ms
3179,1597,2584,1,16,485.995,ms,486.936,ms
3180,1597,2584,1,16,486.069,ms,487.113,ms
3181,1597,2584,1,16,486.546,ms,487.461,ms
3182,1597,2584,1,16,486.792,ms,487.903,ms
3183,1597,2584,1,16,487.087,ms,488.122,ms
3184,1597,2584,1,16,487.57,ms,488.685,ms
3185,1597,2584,1,16,487.853,ms,490.043,ms
3186,1597,2584,1,16,488.063,ms,491.312,ms
3187,1597,2584,1,16,488.503,ms,490.512,ms
3188,1597,2584,1,16,488.748,ms,489.742,ms
3189,1597,2584,1,16,489.014,ms,490.195,ms
3190,1597,2584,1,16,489.456,ms,494.94,ms
3191,1597,2584,1,16,489.816,ms,493.774,ms
3192,1597,2584,1,16,490.022,ms,490.983,ms
3193,1597,2584,1,16,490.427,ms,492.938,ms
3194,1597,2584,1,16,490.637,ms,495.047,ms
3195,1597,2584,1,16,491.004,ms,493.732,ms
3196,1597,2584,1,16,491.393,ms,492.473,ms
3197,1597,2584,1,16,491.768,ms,493.028,ms
3198,1597,2584,1,16,492.338,ms,494.137,ms
3199,1597,2584,1,16,492.335,ms,493.385,ms
3200,1597,2584,1,16,492.636,ms,493.637,ms
3201,1597,2584,1,16,493.081,ms,497.545,ms
3202,1597,2584,1,16,493.579,ms,494.693,ms
3203,1597,2584,1,16,493.817,ms,494.835,ms
3204,1597,2584,1,16,493.895,ms,495.45,ms
3205,1597,2584,1,16,494.184,ms,495.197,ms
3206,1597,2584,1,16,494.662,ms,495.642,ms
3207,1597,2584,1,16,495.3,ms,497.21,ms
3208,1597,2584,1,16,495.399,ms,498.282,ms
3209,1597,2584,1,16,495.707,ms,497.151,ms
3210,1597,2584,1,16,495.929,ms,499.35,ms
3211,1597,2584,1,16,496.217,ms,497.156,ms
3212,1597,2584,1,16,496.456,ms,502.317,ms
3213,1597,2584,1,16,496.698,ms,498.25,ms
3214,1597,2584,1,16,497.164,ms,498.792,ms
3215,1597,2584,1,16,497.534,ms,498.652,ms
3216,1597,2584,1,16,497.703,ms,501.657,ms
3217,1597,2584,1,16,498.07,ms,502.55,ms
3218,1597,2584,1,16,498.865,ms,500.522,ms
3219,1597,2584,1,16,498.786,ms,499.859,ms
3220,1597,2584,1,16,499.081,ms,501.315,ms
3221,1597,2584,1,16,499.522,ms,501.47,ms
3222,1597,2584,1,16,499.733,ms,500.633,ms
3223,1597,2584,1,16,500.065,ms,501.107,ms
3224,1597,2584,1,16,500.295,ms,502.018,ms
3225,1597,2584,1,16,500.585,ms,502.267,ms
3226,1597,2584,1,16,501.067,ms,502.486,ms
3227,1597,2584,1,16,501.525,ms,505.539,ms
3228,1597,2584,1,16,501.683,ms,505.101,ms
3229,1597,2584,1,16,502.145,ms,505.701,ms
3230,1597,2584,1,16,502.265,ms,503.19,ms
3231,1597,2584,1,16,502.727,ms,505.22,ms
3232,1597,2584,1,16,503.027,ms,504.029,ms
3233,1597,2584,1,16,503.544,ms,506.937,ms
3234,1597,2584,1,16,503.542,ms,505.663,ms
3235,1597,2584,1,16,504.116,ms,505.96,ms
3236,1597,2584,1,16,504.256,ms,506.146,ms
3237,1597,2584,1,16,504.606,ms,506.307,ms
3238,1597,2584,1,16,505.387,ms,509.539,ms
3239,1597,2584,1,16,505.374,ms,506.992,ms
3240,1597,2584,1,16,505.599,ms,507.295,ms
3241,1597,2584,1,16,505.959,ms,507.345,ms
3242,1597,2584,1,16,506.276,ms,510.259,ms
3243,1597,2584,1,16,506.675,ms,514.713,ms
3244,1597,2584,1,16,507.012,ms,508.485,ms
3245,1597,2584,1,16,507.396,ms,508.988,ms
3246,1597,2584,1,16,507.636,ms,509.311,ms
3247,1597,2584,1,16,507.906,ms,510.161,ms
3248,1597,2584,1,16,508.3,ms,511.289,ms
3249,1597,2584,1,16,508.568,ms,510.018,ms
3250,1597,2584,1,16,508.928,ms,510.313,ms
3251,1597,2584,1,16,509.391,ms,512.822,ms
3252,1597,2584,1,16,509.825,ms,512.549,ms
3253,1597,2584,1,16,510.017,ms,511.065,ms
3254,1597,2584,1,16,510.218,ms,514.588,ms
3255,1597,2584,1,16,510.672,ms,512.175,ms
3256,1597,2584,1,16,511.094,ms,514.326,ms
3257,1597,2584,1,16,511.713,ms,512.664,ms
3258,1597,2584,1,16,511.628,ms,513.846,ms
3259,1597,2584,1,16,511.979,ms,516.403,ms
3260,1597,2584,1,16,512.331,ms,515.322,ms
3261,1597,2584,1,16,512.731,ms,514.409,ms
3262,1597,2584,1,16,512.994,ms,515.268,ms
3263,1597,2584,1,16,513.351,ms,516.466,ms
3264,1597,2584,1,16,513.515,ms,515.043,ms
3265,1597,2584,1,16,514.022,ms,517.53,ms
3266,1597,2584,1,16,514.256,ms,518.24,ms
3267,1597,2584,1,16,515.06,ms,516.04,ms
3268,1597,2584,1,16,515.069,ms,518.769,ms
3269,1597,2584,1,16,515.221,ms,516.303,ms
3270,1597,2584,1,16,515.606,ms,516.558,ms
3271,1597,2584,1,16,515.925,ms,516.998,ms
3272,1597,2584,1,16,516.239,ms,517.262,ms
3273,1597,2584,1,16,516.554,ms,517.618,ms
3274,1597,2584,1,16,517.245,ms,518.157,ms
3275,1597,2584,1,16,517.351,ms,523.536,ms
3276,1597,2584,1,16,517.598,ms,519.229,ms
3277,1597,2584,1,16,518.366,ms,519.775,ms
3278,1597,2584,1,16,518.233,ms,519.176,ms
3279,1597,2584,1,16,518.692,ms,519.634,ms
3280,1597,2584,1,16,518.991,ms,520.712,ms
3281,1597,2584,1,16,519.499,ms,520.483,ms
3282,1597,2584,1,16,519.646,ms,521.122,ms
3283,1597,2584,1,16,519.931,ms,520.899,ms
3284,1597,2584,1,16,520.294,ms,521.264,ms
3285,1597,2584,1,16,520.645,ms,521.828,ms
3286,1597,2584,1,16,521.018,ms,522.417,ms
3287,1597,2584,1,16,521.357,ms,522.383,ms
3288,1597,2584,1,16,521.808,ms,522.74,ms
3289,1597,2584,1,16,522.081,ms,523.073,ms
3290,1597,2584,1,16,522.332,ms,523.323,ms
3291,1597,2584,1,16,522.808,ms,524.085,ms
3292,1597,2584,1,16,522.861,ms,523.936,ms
3293,1597,2584,1,16,523.423,ms,524.373,ms
3294,1597,2584,1,16,523.748,ms,524.88,ms
3295,1597,2584,1,16,524.098,ms,525.045,ms
3296,1597,2584,1,16,524.73,ms,525.742,ms
3297,1597,2584,1,16,524.76,ms,526.478,ms
3298,1597,2584,1,16,525.026,ms,526.132,ms
3299,1597,2584,1,16,525.4,ms,527.164,ms
3300,1597,2584,1,16,525.687,ms,526.689,ms
3301,1597,2584,1,16,525.951,ms,527,ms
3302,1597,2584,1,16,526.502,ms,528.53,ms
3303,1597,2584,1,16,526.738,ms,528.178,ms
3304,1597,2584,1,16,527.108,ms,528.253,ms
3305,1597,2584,1,16,527.511,ms,528.557,ms
3306,1597,2584,1,16,527.676,ms,535.067,ms
3307,1597,2584,1,16,528.07,ms,529.113,ms
3308,1597,2584,1,16,528.534,ms,529.549,ms
3309,1597,2584,1,16,528.85,ms,529.898,ms
3310,1597,2584,1,16,529.053,ms,531.843,ms
3311,1597,2584,1,16,529.424,ms,531.488,ms
3312,1597,2584,1,16,529.729,ms,530.66,ms
3313,1597,2584,1,16,530.16,ms,531.272,ms
3314,1597,2584,1,16,530.492,ms,531.532,ms
3315,1597,2584,1,16,531.263,ms,532.314,ms
3316,1597,2584,1,16,531.219,ms,532.18,ms
3317,1597,2584,1,16,531.409,ms,532.479,ms
3318,1597,2584,1,16,531.784,ms,532.896,ms
3319,1597,2584,1,16,532.367,ms,533.455,ms
3320,1597,2584,1,16,532.514,ms,533.54,ms
3321,1597,2584,1,16,532.703,ms,533.679,ms
3322,1597,2584,1,16,533.28,ms,534.275,ms
3323,1597,2584,1,16,533.61,ms,534.756,ms
3324,1597,2584,1,16,533.893,ms,534.922,ms
3325,1597,2584,1,16,534.473,ms,535.469,ms
3326,1597,2584,1,16,534.706,ms,535.704,ms
3327,1597,2584,1,16,535.092,ms,536.455,ms
3328,1597,2584,1,16,535.425,ms,538.297,ms
3329,1597,2584,1,16,535.702,ms,536.8,ms
3330,1597,2584,1,16,536.226,ms,538.699,ms
3331,1597,2584,1,16,536.441,ms,537.483,ms
3332,1597,2584,1,16,536.712,ms,537.978,ms
3333,1597,2584,1,16,537.112,ms,538.191,ms
3334,1597,2584,1,16,537.952,ms,540.138,ms
3335,1597,2584,1,16,537.765,ms,538.718,ms
3336,1597,2584,1,16,538.159,ms,539.132,ms
3337,1597,2584,1,16,538.553,ms,540.169,ms
3338,1597,2584,1,16,538.927,ms,539.963,ms
3339,1597,2584,1,16,539.108,ms,540.81,ms
3340,1597,2584,1,16,539.352,ms,543.821,ms
3341,1597,2584,1,16,539.884,ms,540.924,ms
3342,1597,2584,1,16,540.764,ms,541.763,ms
3343,1597,2584,1,16,558.923,ms,560.04,ms
3344,1597,2584,1,16,557.828,ms,558.855,ms
3345,1597,2584,1,16,554.428,ms,555.498,ms
3346,1597,2584,1,16,541.582,ms,542.559,ms
3347,1597,2584,1,16,543.156,ms,544.105,ms
3348,1597,2584,1,16,542.392,ms,543.361,ms
3349,1597,2584,1,16,542.513,ms,543.511,ms
3350,1597,2584,1,16,542.911,ms,543.985,ms
3351,1597,2584,1,16,543.155,ms,546.42,ms
3352,1597,2584,1,16,544.089,ms,545.294,ms
3353,1597,2584,1,16,544.151,ms,545.071,ms
3354,1597,2584,1,16,544.152,ms,549.777,ms
3355,1597,2584,1,16,544.618,ms,548.405,ms
3356,1597,2584,1,16,545.665,ms,546.579,ms
3357,1597,2584,1,16,545.308,ms,546.361,ms
3358,1597,2584,1,16,545.589,ms,546.555,ms
3359,1597,2584,1,16,545.96,ms,547.652,ms
3360,1597,2584,1,16,546.539,ms,550.203,ms
3361,1597,2584,1,16,546.763,ms,548.09,ms
3362,1597,2584,1,16,547.113,ms,548.899,ms
3363,1597,2584,1,16,547.531,ms,549.339,ms
3364,1597,2584,1,16,547.913,ms,549.221,ms
3365,1597,2584,1,16,548.189,ms,549.147,ms
